recovery_id,product_id,recovery_center_id,recovery_center_name,recovery_date,material_type,weight_recovered,condition,recycling_method,recovered_by,circular_credit_amount,gps_lat,gps_lon,verification_hash
REC-20260225-56598,LITM005202602261731011060,R007,Ahmedabad Waste,1772039408.278813,Lithium Battery,36.12,end_of_life,pyrolysis,Collector-17,1625.45,13.134122579113157,77.50971017425485,621c7324488d3342
REC-20260225-40502,STEM001202602261731013826,R007,Ahmedabad Waste,1772039851.078181,Steel,32.63,excellent,mechanical,Collector-17,1142.21,12.535280352964055,77.98676868632843,9e6ac79f225996be
REC-20260225-51336,GLAM008202602261731013791,R003,Bengaluru E-Parisara,1772041723.247874,Glass,1.13,good,composting,Collector-94,5.66,12.757951849518493,77.5153174750134,a00bef39a5f59e6b
REC-20260225-13349,E-WM006202602261731016260,R007,Ahmedabad Waste,1772043436.640667,E-Waste PCB,4.05,good,mechanical,Collector-11,182.39,12.873622803912873,77.43134958740242,9411e650e926dba3
REC-20260225-31224,STEM006202602261731016431,R005,Kolkata Recovery,1772043656.722931,Steel,25.83,excellent,composting,Collector-44,904.03,12.62798468201511,77.15630097704205,3a196ba91fbb3b16
REC-20260226-16494,PETM002202602261731012382,R002,Mumbai Waste Warriors,1772044828.580732,PET Plastic,9.58,good,pyrolysis,Collector-41,143.75,12.757213960070848,77.37606041204694,0b817fe4ca56af61
REC-20260226-79440,E-WM007202602261731012602,R007,Ahmedabad Waste,1772044990.07245,E-Waste PCB,18.76,good,composting,Collector-28,844.33,13.377158835734894,77.85757985669449,e053c34394c20bad
REC-20260226-82156,PAPM003202602261731013386,R006,Pune Recycling,1772045022.417869,Paper/Cardboard,28.87,damaged,composting,Collector-4,230.96,13.158923561292983,78.02798075637995,69150bce3f3d367c
REC-20260226-40282,E-WM007202602261731012683,R005,Kolkata Recovery,1772045621.368203,E-Waste PCB,1.96,damaged,mechanical,Collector-38,88.13,12.690717963687689,77.71810186908581,8b6bd1465c230629
REC-20260226-75730,PETM007202602261731019551,R008,Hyderabad Green,1772046680.568927,PET Plastic,43.51,good,composting,Collector-35,652.64,12.630374242681146,77.41068036955953,450662d228e37c66
REC-20260226-89509,E-WM002202602261731018667,R006,Pune Recycling,1772047040.962403,E-Waste PCB,18.4,good,pyrolysis,Collector-18,827.86,12.967837634580881,77.46433513089299,e93b344337928f90
REC-20260226-18497,HDPM002202602261731015328,R008,Hyderabad Green,1772047218.76189,HDPE Plastic,13.78,excellent,mechanical,Collector-50,206.74,12.669536912401233,77.10123482910485,6b59cc364b9fd825
REC-20260226-15005,GLAM008202602261731013664,R004,Chennai Green Center,1772047784.726098,Glass,10.25,good,composting,Collector-20,51.24,13.355160561177824,77.81686806197332,a9ad2df8feab5351
REC-20260226-88093,COPM007202602261731019152,R008,Hyderabad Green,1772048895.74284,Copper,27.85,damaged,composting,Collector-84,974.75,13.183292257411141,77.40804932306631,7def790f638ad513
REC-20260226-70047,PAPM005202602261731011332,R006,Pune Recycling,1772048957.543185,Paper/Cardboard,44.08,end_of_life,composting,Collector-84,352.62,13.345607235174377,77.4497944540445,4108a32c324c520a
REC-20260226-88707,ORGM005202602261731011547,R002,Mumbai Waste Warriors,1772051599.497441,Organic Waste,20.86,good,mechanical,Collector-89,62.58,13.11957396775865,77.31363331184964,3526948edb9ae023
REC-20260226-50750,HDPM006202602261731019423,R008,Hyderabad Green,1772051885.293819,HDPE Plastic,25.59,excellent,pyrolysis,Collector-59,383.79,13.22845773040645,77.3563117695919,661b804f5db1057c
REC-20260226-10488,PAPM005202602261731014566,R005,Kolkata Recovery,1772053765.87103,Paper/Cardboard,31.27,damaged,chemical,Collector-57,250.15,13.307221880265171,77.28114885086991,87a8c7cf0ef9ee13
REC-20260226-44323,STEM002202602261731019905,R004,Chennai Green Center,1772056078.731595,Steel,3.51,good,mechanical,Collector-87,122.77,13.153717690743628,77.98419951608328,9103191d6953d7a8
REC-20260226-27637,ALUM008202602261731017464,R007,Ahmedabad Waste,1772056630.813214,Aluminum,27.01,good,composting,Collector-96,945.25,13.004478267901476,77.23711047646596,5d0b80fe153a936b
REC-20260226-85408,COPM008202602261731018688,R006,Pune Recycling,1772056646.711064,Copper,38.8,damaged,mechanical,Collector-92,1357.93,12.76281028400793,77.48347859396748,68702ebae0383b77
REC-20260226-24481,PETM005202602261731016351,R008,Hyderabad Green,1772056646.796036,PET Plastic,36.7,excellent,chemical,Collector-57,550.52,12.536762611898025,77.69742470997436,241555860614bc35
REC-20260226-76016,ALUM001202602261731019698,R004,Chennai Green Center,1772057418.770068,Aluminum,9.45,good,composting,Collector-83,330.74,12.654217716687842,77.26439628074105,2a99f5e628a68dc1
REC-20260226-67912,PAPM001202602261731017208,R005,Kolkata Recovery,1772057917.922257,Paper/Cardboard,28.38,end_of_life,composting,Collector-96,227.05,12.639975374614353,77.4913347048679,90b98acca073061a
REC-20260226-43104,PETM007202602261731013039,R005,Kolkata Recovery,1772057948.559754,PET Plastic,25.11,excellent,mechanical,Collector-11,376.66,13.355626655474262,77.66378942024593,b10d4a5ab255c473
REC-20260226-19178,STEM004202602261731012507,R001,Delhi Recycling Hub,1772058977.425626,Steel,10.71,good,composting,Collector-71,374.92,12.66484675467648,77.82578890391076,814e0c78d26c1c3a
REC-20260226-42075,HDPM005202602261731019605,R001,Delhi Recycling Hub,1772059048.379583,HDPE Plastic,22.0,end_of_life,chemical,Collector-20,330.01,13.036381257478801,78.00933464647306,8ab751587622cbdb
REC-20260226-59549,STEM004202602261731018278,R007,Ahmedabad Waste,1772059070.197969,Steel,25.18,damaged,chemical,Collector-42,881.32,13.4279358181636,77.19052399661885,039dcb7b76cd2a0b
REC-20260226-13669,ALUM007202602261731017227,R008,Hyderabad Green,1772059564.221231,Aluminum,27.44,good,pyrolysis,Collector-79,960.32,12.962351828007582,77.87114233962166,cb0b2105933db8df
REC-20260226-63291,STEM004202602261731017928,R005,Kolkata Recovery,1772060276.660183,Steel,26.34,end_of_life,pyrolysis,Collector-40,921.86,12.87963110488239,77.46340530466595,6bbf675e0bfccafd
REC-20260226-21766,PETM002202602261731015918,R008,Hyderabad Green,1772061079.856614,PET Plastic,35.02,end_of_life,mechanical,Collector-66,525.27,12.525054264876069,78.08329011270105,cacf3f7e6bd420e3
REC-20260226-36481,HDPM007202602261731016748,R006,Pune Recycling,1772061400.043817,HDPE Plastic,1.73,excellent,mechanical,Collector-35,25.95,12.70672861256618,77.37008527033282,bf14ac136b1e41bf
REC-20260226-63810,PAPM006202602261731012218,R006,Pune Recycling,1772061501.773235,Paper/Cardboard,15.8,excellent,pyrolysis,Collector-10,126.4,13.232109473715155,77.17085401619764,4f0408e1554e3418
REC-20260226-61383,E-WM004202602261731017129,R008,Hyderabad Green,1772062401.271184,E-Waste PCB,31.66,damaged,mechanical,Collector-18,1424.57,13.001498836018714,77.14995209173125,2accb5e4f9bf3e74
REC-20260226-81413,COPM006202602261731017266,R003,Bengaluru E-Parisara,1772062809.581818,Copper,8.92,excellent,mechanical,Collector-26,312.08,13.183449924086561,78.0626076955297,1a79c31ac035002a
REC-20260226-24105,ORGM001202602261731015180,R005,Kolkata Recovery,1772064018.629373,Organic Waste,10.15,excellent,mechanical,Collector-34,30.44,12.902977604026876,77.8194454717668,83356091feb9b688
REC-20260226-11951,PAPM005202602261731019990,R008,Hyderabad Green,1772064368.974228,Paper/Cardboard,1.27,good,pyrolysis,Collector-29,10.15,13.281474384407455,77.28929300478798,b7befbd2f24b3d4e
REC-20260226-78592,PAPM004202602261731016847,R006,Pune Recycling,1772064504.273394,Paper/Cardboard,17.37,excellent,pyrolysis,Collector-98,138.97,12.97900006986202,77.80043071328008,8f576cd824998e29
REC-20260226-29178,ORGM004202602261731014272,R004,Chennai Green Center,1772066175.010856,Organic Waste,37.47,good,chemical,Collector-35,112.4,13.1566331000026,77.52733164161008,95b252214c8e8f8b
REC-20260226-93330,E-WM001202602261731017598,R002,Mumbai Waste Warriors,1772067930.907792,E-Waste PCB,27.18,excellent,composting,Collector-82,1222.9,12.526205230863217,77.82036922905037,7d714171134cd2b5
REC-20260226-75911,HDPM008202602261731018430,R006,Pune Recycling,1772067986.264532,HDPE Plastic,7.43,excellent,pyrolysis,Collector-40,111.51,12.59841371914788,77.4836325536452,3e1e2e5e021cea6f
REC-20260226-28038,COPM001202602261731015545,R005,Kolkata Recovery,1772068330.949403,Copper,31.51,good,mechanical,Collector-82,1102.98,12.938459121126943,77.10053788846315,7fcb12a3a9c54095
REC-20260226-43386,COPM003202602261731015044,R006,Pune Recycling,1772068371.101303,Copper,15.98,excellent,mechanical,Collector-8,559.38,12.656096170728967,77.69050737541862,d1cba44998743d9c
REC-20260226-23907,STEM001202602261731019308,R008,Hyderabad Green,1772068499.738009,Steel,21.84,damaged,composting,Collector-25,764.34,12.587567202773771,77.81940474824847,30d857bc481bd86e
REC-20260226-29171,E-WM006202602261731017081,R001,Delhi Recycling Hub,1772070174.744613,E-Waste PCB,34.51,excellent,composting,Collector-16,1552.93,13.23561738655886,77.51304921868389,4b6f5a9df21ea4ef
REC-20260226-69767,ALUM004202602261731019108,R003,Bengaluru E-Parisara,1772070312.272614,Aluminum,17.8,excellent,mechanical,Collector-89,622.91,12.480931639129341,77.62471510714809,49dcea263e2ff98e
REC-20260226-20843,GLAM007202602261731018206,R003,Bengaluru E-Parisara,1772070419.275499,Glass,24.75,damaged,composting,Collector-98,123.74,13.026554606307215,77.32934959357954,7b5f2164b062a8a6
REC-20260226-90350,ALUM002202602261731015562,R008,Hyderabad Green,1772070715.221024,Aluminum,4.74,damaged,pyrolysis,Collector-50,165.78,13.006040446798798,77.90272392408093,fdfb9f5f8dd4e24e
REC-20260226-15491,E-WM002202602261731015808,R004,Chennai Green Center,1772070819.818236,E-Waste PCB,15.62,damaged,mechanical,Collector-61,702.7,12.61644848883866,78.04547474113394,6394c973b855abf8
REC-20260226-44969,LITM008202602261731017284,R007,Ahmedabad Waste,1772071538.417325,Lithium Battery,4.29,good,chemical,Collector-35,192.86,12.590741657082969,77.96881535194073,18beeec819e38afc
REC-20260226-54578,PAPM001202602261731018179,R008,Hyderabad Green,1772072248.402075,Paper/Cardboard,46.45,good,pyrolysis,Collector-93,371.6,13.423648234366437,77.14231351130273,5f7dfb95169565cc
REC-20260226-53437,HDPM004202602261731016815,R003,Bengaluru E-Parisara,1772072457.251652,HDPE Plastic,2.14,damaged,chemical,Collector-74,32.08,12.997428929165395,77.79273471213692,462e98ec94941374
REC-20260226-82500,LITM008202602261731015884,R006,Pune Recycling,1772073652.992929,Lithium Battery,26.31,good,chemical,Collector-28,1183.87,12.608050305433721,77.34343770425363,2810f84b87c0c11f
REC-20260226-18257,PETM003202602261731018295,R003,Bengaluru E-Parisara,1772074212.656584,PET Plastic,23.7,damaged,chemical,Collector-19,355.52,13.340717014902165,77.85084808770956,03f65152a54ee613
REC-20260226-41603,E-WM005202602261731013844,R004,Chennai Green Center,1772074238.380273,E-Waste PCB,28.32,excellent,pyrolysis,Collector-4,1274.44,13.036943544786745,77.54050507472616,5a4d3b5be0cd33e8
REC-20260226-30678,E-WM006202602261731014989,R002,Mumbai Waste Warriors,1772076189.79036,E-Waste PCB,34.73,damaged,chemical,Collector-99,1562.88,13.001628467485409,77.43593080065872,02879a289d750b5f
REC-20260226-99796,HDPM005202602261731016101,R002,Mumbai Waste Warriors,1772076218.172676,HDPE Plastic,2.15,end_of_life,composting,Collector-76,32.18,13.167654946778809,77.61266197564154,5a3f58b4fee2ffdd
REC-20260226-27848,GLAM006202602261731017381,R005,Kolkata Recovery,1772076989.61509,Glass,27.91,good,pyrolysis,Collector-44,139.57,12.529837842481019,77.3671663835795,5731e3afd279c36f
REC-20260226-10590,GLAM006202602261731018201,R001,Delhi Recycling Hub,1772078350.911385,Glass,26.83,good,composting,Collector-22,134.16,12.542095177522787,77.46670086760386,f605b8ddaeaa1c9f
REC-20260226-60529,LITM006202602261731011569,R008,Hyderabad Green,1772078915.98382,Lithium Battery,5.64,good,mechanical,Collector-77,253.77,12.87003041588237,77.18215706416456,6e0f49f59f15dc94
REC-20260226-33913,E-WM008202602261731017220,R002,Mumbai Waste Warriors,1772079274.132735,E-Waste PCB,24.82,damaged,pyrolysis,Collector-76,1116.71,13.019416208165591,77.45072126724351,2bc9fee1aff0c8bf
REC-20260226-12032,E-WM001202602261731014405,R004,Chennai Green Center,1772079830.099853,E-Waste PCB,30.48,end_of_life,chemical,Collector-22,1371.48,12.807626884457537,77.14078428321596,7f1d0f867d9e06e3
REC-20260226-53577,ALUM001202602261731016226,R008,Hyderabad Green,1772080397.065713,Aluminum,22.25,excellent,mechanical,Collector-13,778.71,13.319262661408876,78.04969816016262,89574a912fbd831a
REC-20260226-34657,PAPM001202602261731017733,R005,Kolkata Recovery,1772080482.964218,Paper/Cardboard,38.0,excellent,chemical,Collector-45,304.02,13.275249812045308,77.4320595097352,d0790b8fff253244
REC-20260226-40612,GLAM006202602261731011293,R005,Kolkata Recovery,1772080513.632907,Glass,41.86,excellent,composting,Collector-3,209.31,12.932102994343518,77.25646629605741,0b6ba18256f1a4c3
REC-20260226-34418,HDPM008202602261731011952,R007,Ahmedabad Waste,1772080658.798056,HDPE Plastic,40.04,excellent,chemical,Collector-44,600.6,12.95473098047891,77.24023959805199,fb142e153078ec26
REC-20260226-42494,PAPM005202602261731017052,R005,Kolkata Recovery,1772081342.250185,Paper/Cardboard,24.79,good,mechanical,Collector-87,198.34,12.540123121675872,77.97579587686761,c7ac58b4f5ec29be
REC-20260226-59264,E-WM002202602261731011746,R004,Chennai Green Center,1772083370.604346,E-Waste PCB,11.71,good,composting,Collector-88,526.92,12.958592988393802,77.3505227966621,72b3250659dddd2e
REC-20260226-96462,HDPM002202602261731018621,R006,Pune Recycling,1772083580.296166,HDPE Plastic,3.26,good,mechanical,Collector-28,48.85,12.941536457996463,77.36191046424534,b0da2dca660f8760
REC-20260226-34126,ALUM004202602261731017643,R008,Hyderabad Green,1772087564.203031,Aluminum,19.6,end_of_life,mechanical,Collector-4,686.08,12.891598929613568,77.20755751381894,6bc7b05d692c6e74
REC-20260226-54182,E-WM003202602261731011567,R006,Pune Recycling,1772087948.316887,E-Waste PCB,12.83,good,mechanical,Collector-94,577.26,13.404773146026855,77.77845641699606,f35598cfb1cd026e
REC-20260226-25610,E-WM008202602261731019437,R001,Delhi Recycling Hub,1772088067.358734,E-Waste PCB,30.1,damaged,pyrolysis,Collector-12,1354.61,12.667201351949595,77.58305038039603,5f5990e9f0cc9085
REC-20260226-71365,E-WM006202602261731012390,R003,Bengaluru E-Parisara,1772092006.125702,E-Waste PCB,16.11,good,mechanical,Collector-83,725.08,13.132559290862805,78.01589708048338,eaced5738871681e
REC-20260226-11057,STEM007202602261731018646,R006,Pune Recycling,1772094955.331749,Steel,26.2,good,composting,Collector-14,917.12,13.390231699088714,77.53570476264817,6e7448433da1fe6c
REC-20260226-48599,HDPM008202602261731016848,R001,Delhi Recycling Hub,1772095346.273393,HDPE Plastic,11.31,excellent,mechanical,Collector-53,169.65,12.566970881733056,77.28368430077028,7c5a258f14b78369
REC-20260226-41770,HDPM003202602261731016776,R005,Kolkata Recovery,1772096084.569364,HDPE Plastic,22.17,good,mechanical,Collector-58,332.61,12.665068289060175,78.02376511843981,8bf6ca655c87bb1b
REC-20260226-22225,STEM006202602261731017206,R003,Bengaluru E-Parisara,1772096997.462132,Steel,1.5,end_of_life,mechanical,Collector-95,52.41,12.988915239089657,77.61983374683302,4d74eff06875f312
REC-20260226-21769,COPM006202602261731013584,R001,Delhi Recycling Hub,1772097144.680842,Copper,21.15,damaged,mechanical,Collector-3,740.09,12.972872343399152,77.14795826152324,a59372a280d4f53e
REC-20260226-25183,GLAM003202602261731014730,R006,Pune Recycling,1772097430.173487,Glass,28.62,good,pyrolysis,Collector-61,143.12,13.30377319378605,77.95975839317813,4a12f5679fca2cc1
REC-20260226-87969,E-WM001202602261731011606,R001,Delhi Recycling Hub,1772097771.362006,E-Waste PCB,20.19,good,pyrolysis,Collector-74,908.72,13.16311575575405,77.37272654419725,9626d7a750276dcf
REC-20260226-27512,E-WM008202602261731014710,R005,Kolkata Recovery,1772098109.219925,E-Waste PCB,19.0,damaged,mechanical,Collector-94,854.95,13.413207191528695,77.1763281801299,f0ee7004e3133ced
REC-20260226-88858,PAPM006202602261731014395,R003,Bengaluru E-Parisara,1772098786.67266,Paper/Cardboard,11.55,excellent,pyrolysis,Collector-27,92.43,13.23763651286136,77.91061020881074,80cb9a495cb11d9c
REC-20260226-54711,ALUM001202602261731018874,R003,Bengaluru E-Parisara,1772098790.814877,Aluminum,34.73,good,pyrolysis,Collector-85,1215.48,12.668628861344756,77.31006674992584,3e2d84d9dfb13f90
REC-20260226-49836,STEM008202602261731015505,R004,Chennai Green Center,1772099266.676314,Steel,36.95,good,chemical,Collector-47,1293.19,12.83487456266952,77.40659507099541,62f9b8c7ffbf2fbd
REC-20260226-47494,ORGM003202602261731013285,R007,Ahmedabad Waste,1772099657.351241,Organic Waste,35.6,damaged,pyrolysis,Collector-26,106.79,12.76665281905158,77.44189372756414,fb6e2dce93368e31
REC-20260226-40361,PETM008202602261731012445,R006,Pune Recycling,1772100050.975839,PET Plastic,31.56,damaged,chemical,Collector-60,473.43,13.177626966610351,77.40277731531188,ea84ceeded2d5507
REC-20260226-30721,GLAM005202602261731019354,R002,Mumbai Waste Warriors,1772101791.272342,Glass,31.91,end_of_life,composting,Collector-69,159.53,13.125885098069112,77.80766358242164,885775e9c4e489c6
REC-20260226-26671,STEM006202602261731011928,R007,Ahmedabad Waste,1772103212.983173,Steel,27.29,good,pyrolysis,Collector-20,955.17,12.84324819886978,77.38095209214039,8991238b2c427472
REC-20260226-28817,ALUM008202602261731017193,R006,Pune Recycling,1772103379.266078,Aluminum,30.4,good,chemical,Collector-90,1063.93,13.339087317385824,77.73922948152043,19380d22e00a4746
REC-20260226-14355,GLAM006202602261731015783,R003,Bengaluru E-Parisara,1772104405.250766,Glass,16.86,good,chemical,Collector-33,84.28,12.841647043274195,77.40425880899399,4aae1ef332bf492e
REC-20260226-22989,ALUM001202602261731018838,R004,Chennai Green Center,1772105390.544991,Aluminum,0.49,damaged,composting,Collector-92,17.19,12.971284727019517,77.80563631256096,f703f679f65167e2
REC-20260226-83657,HDPM001202602261731015186,R002,Mumbai Waste Warriors,1772105490.201524,HDPE Plastic,38.91,good,composting,Collector-35,583.7,12.86037637772046,77.26792543607415,2147bb6f1f7eb9e3
REC-20260226-21819,STEM007202602261731015060,R003,Bengaluru E-Parisara,1772105727.607047,Steel,21.95,damaged,composting,Collector-50,768.39,12.529617876841973,78.05551367223335,61da1732f40df2a8
